Feature,Category,Index
Oil_Prices_30d_crash_lag6,Oil,47
Oil_Prices_30d_crash_6m_change,Oil,48
Oil_Prices_30d_crash_lag12,Oil,49
Oil_Prices_30d_crash_yoy_change,Oil,50
Oil_Prices_30d_crash_lag18,Oil,51
Oil_Prices_30d_crash_18m_change,Oil,52
Oil_Prices_30d_crash_lag24,Oil,53
Oil_Prices_30d_crash_2yr_change,Oil,54
Oil_Prices_30d_crash_rolling_mean_3,Oil,55
Oil_Prices_30d_crash_rolling_mean_6,Oil,56
Oil_Prices_30d_crash_rolling_mean_12,Oil,57
Oil_Prices_30d_crash_rolling_mean_24,Oil,58
Oil_Prices_30d_crash_volatility_6m,Oil,59
Oil_Prices_30d_crash_volatility_12m,Oil,60
Oil_Prices_30d_crash_trend_12m,Oil,61
Oil_Prices_mean_latest,Oil,62
Oil_Prices_mean_lag1,Oil,63
Oil_Prices_mean_mom_change,Oil,64
Oil_Prices_mean_lag2,Oil,65
Oil_Prices_mean_lag3,Oil,66
Oil_Prices_mean_lag6,Oil,67
Oil_Prices_mean_6m_change,Oil,68
Oil_Prices_mean_lag12,Oil,69
Oil_Prices_mean_yoy_change,Oil,70
Oil_Prices_mean_lag18,Oil,71
Oil_Prices_mean_18m_change,Oil,72
Oil_Prices_mean_lag24,Oil,73
Oil_Prices_mean_2yr_change,Oil,74
Oil_Prices_mean_rolling_mean_3,Oil,75
Oil_Prices_mean_rolling_mean_6,Oil,76
Oil_Prices_mean_rolling_mean_12,Oil,77
Oil_Prices_mean_rolling_mean_24,Oil,78
Oil_Prices_mean_volatility_6m,Oil,79
Oil_Prices_mean_volatility_12m,Oil,80
Oil_Prices_mean_trend_12m,Oil,81
Oil_Prices_volatility_latest,Oil,82
Oil_Prices_volatility_lag1,Oil,83
Oil_Prices_volatility_mom_change,Oil,84
Oil_Prices_volatility_lag2,Oil,85
Oil_Prices_volatility_lag3,Oil,86
Oil_Prices_volatility_lag6,Oil,87
Oil_Prices_volatility_6m_change,Oil,88
Oil_Prices_volatility_lag12,Oil,89
Oil_Prices_volatility_yoy_change,Oil,90
Oil_Prices_volatility_lag18,Oil,91
Oil_Prices_volatility_18m_change,Oil,92
Oil_Prices_volatility_lag24,Oil,93
Oil_Prices_volatility_2yr_change,Oil,94
Oil_Prices_volatility_rolling_mean_3,Oil,95
Oil_Prices_volatility_rolling_mean_6,Oil,96
Oil_Prices_volatility_rolling_mean_12,Oil,97
Oil_Prices_volatility_rolling_mean_24,Oil,98
Oil_Prices_volatility_volatility_6m,Oil,99
Oil_Prices_volatility_volatility_12m,Oil,100
Oil_Prices_volatility_trend_12m,Oil,101
Oil_Prices_went_negative_latest,Oil,102
Oil_Prices_went_negative_lag1,Oil,103
Oil_Prices_went_negative_mom_change,Oil,104
Oil_Prices_went_negative_lag2,Oil,105
Oil_Prices_went_negative_lag3,Oil,106
Oil_Prices_went_negative_lag6,Oil,107
Oil_Prices_went_negative_6m_change,Oil,108
Oil_Prices_went_negative_lag12,Oil,109
Oil_Prices_went_negative_yoy_change,Oil,110
Oil_Prices_went_negative_lag18,Oil,111
Oil_Prices_went_negative_18m_change,Oil,112
Oil_Prices_went_negative_lag24,Oil,113
Oil_Prices_went_negative_2yr_change,Oil,114
Oil_Prices_went_negative_rolling_mean_3,Oil,115
Oil_Prices_went_negative_rolling_mean_6,Oil,116
Oil_Prices_went_negative_rolling_mean_12,Oil,117
Oil_Prices_went_negative_rolling_mean_24,Oil,118
Oil_Prices_went_negative_volatility_6m,Oil,119
Oil_Prices_went_negative_volatility_12m,Oil,120
Oil_Prices_went_negative_trend_12m,Oil,121
Oil_Prices_zscore_min_latest,Oil,122
Oil_Prices_zscore_min_lag1,Oil,123
Oil_Prices_zscore_min_mom_change,Oil,124
Oil_Prices_zscore_min_lag2,Oil,125
Oil_Prices_zscore_min_lag3,Oil,126
Oil_Prices_zscore_min_lag6,Oil,127
Oil_Prices_zscore_min_6m_change,Oil,128
Oil_Prices_zscore_min_lag12,Oil,129
Oil_Prices_zscore_min_yoy_change,Oil,130
Oil_Prices_zscore_min_lag18,Oil,131
Oil_Prices_zscore_min_18m_change,Oil,132
Oil_Prices_zscore_min_lag24,Oil,133
Oil_Prices_zscore_min_2yr_change,Oil,134
Oil_Prices_zscore_min_rolling_mean_3,Oil,135
Oil_Prices_zscore_min_rolling_mean_6,Oil,136
Oil_Prices_zscore_min_rolling_mean_12,Oil,137
Oil_Prices_zscore_min_rolling_mean_24,Oil,138
Oil_Prices_zscore_min_volatility_6m,Oil,139
Oil_Prices_zscore_min_volatility_12m,Oil,140
Oil_Prices_zscore_min_trend_12m,Oil,141
VIX_30d_spike_latest,Other,142
VIX_30d_spike_lag1,Other,143
VIX_30d_spike_mom_change,Other,144
VIX_30d_spike_lag2,Other,145
VIX_30d_spike_rolling_mean_3,Other,146
VIX_high_regime_latest,Other,147
VIX_high_regime_lag1,Other,148
VIX_high_regime_mom_change,Other,149
VIX_high_regime_lag2,Other,150
VIX_high_regime_rolling_mean_3,Other,151
VIX_max_latest,Other,152
VIX_max_lag1,Other,153
VIX_max_mom_change,Other,154
VIX_max_lag2,Other,155
VIX_max_rolling_mean_3,Other,156
VIX_mean_latest,Other,157
VIX_mean_lag1,Other,158
VIX_mean_mom_change,Other,159
VIX_mean_lag2,Other,160
VIX_mean_rolling_mean_3,Other,161
VIX_panic_regime_latest,Other,162
VIX_panic_regime_lag1,Other,163
VIX_panic_regime_mom_change,Other,164
VIX_panic_regime_lag2,Other,165
VIX_panic_regime_rolling_mean_3,Other,166
VIX_volatility_latest,Other,167
VIX_volatility_lag1,Other,168
VIX_volatility_mom_change,Other,169
VIX_volatility_lag2,Other,170
VIX_volatility_rolling_mean_3,Other,171
Yield_Curve_accel_volatility_latest,Yield_Curve,172
Yield_Curve_accel_volatility_lag1,Yield_Curve,173
Yield_Curve_accel_volatility_mom_change,Yield_Curve,174
Yield_Curve_accel_volatility_lag2,Yield_Curve,175
Yield_Curve_accel_volatility_lag3,Yield_Curve,176
Yield_Curve_accel_volatility_lag6,Yield_Curve,177
Yield_Curve_accel_volatility_6m_change,Yield_Curve,178
Yield_Curve_accel_volatility_lag12,Yield_Curve,179
Yield_Curve_accel_volatility_yoy_change,Yield_Curve,180
Yield_Curve_accel_volatility_lag18,Yield_Curve,181
Yield_Curve_accel_volatility_18m_change,Yield_Curve,182
Yield_Curve_accel_volatility_lag24,Yield_Curve,183
Yield_Curve_accel_volatility_2yr_change,Yield_Curve,184
Yield_Curve_accel_volatility_rolling_mean_3,Yield_Curve,185
Yield_Curve_accel_volatility_rolling_mean_6,Yield_Curve,186
Yield_Curve_accel_volatility_rolling_mean_12,Yield_Curve,187
Yield_Curve_accel_volatility_rolling_mean_24,Yield_Curve,188
Yield_Curve_accel_volatility_volatility_6m,Yield_Curve,189
Yield_Curve_accel_volatility_volatility_12m,Yield_Curve,190
Yield_Curve_accel_volatility_trend_12m,Yield_Curve,191
Yield_Curve_acceleration_latest,Yield_Curve,192
Yield_Curve_acceleration_lag1,Yield_Curve,193
Yield_Curve_acceleration_mom_change,Yield_Curve,194
Yield_Curve_acceleration_lag2,Yield_Curve,195
Yield_Curve_acceleration_lag3,Yield_Curve,196
Yield_Curve_acceleration_lag6,Yield_Curve,197
Yield_Curve_acceleration_6m_change,Yield_Curve,198
Yield_Curve_acceleration_lag12,Yield_Curve,199
Yield_Curve_acceleration_yoy_change,Yield_Curve,200
Yield_Curve_acceleration_lag18,Yield_Curve,201
Yield_Curve_acceleration_18m_change,Yield_Curve,202
Yield_Curve_acceleration_lag24,Yield_Curve,203
Yield_Curve_acceleration_2yr_change,Yield_Curve,204
Yield_Curve_acceleration_rolling_mean_3,Yield_Curve,205
Yield_Curve_acceleration_rolling_mean_6,Yield_Curve,206
Yield_Curve_acceleration_rolling_mean_12,Yield_Curve,207
Yield_Curve_acceleration_rolling_mean_24,Yield_Curve,208
Yield_Curve_acceleration_volatility_6m,Yield_Curve,209
Yield_Curve_acceleration_volatility_12m,Yield_Curve,210
Yield_Curve_acceleration_trend_12m,Yield_Curve,211
Yield_Curve_avg_latest,Yield_Curve,212
Yield_Curve_avg_lag1,Yield_Curve,213
Yield_Curve_avg_mom_change,Yield_Curve,214
Yield_Curve_avg_lag2,Yield_Curve,215
Yield_Curve_avg_lag3,Yield_Curve,216
Yield_Curve_avg_lag6,Yield_Curve,217
Yield_Curve_avg_6m_change,Yield_Curve,218
Yield_Curve_avg_lag12,Yield_Curve,219
Yield_Curve_avg_yoy_change,Yield_Curve,220
Yield_Curve_avg_lag18,Yield_Curve,221
Yield_Curve_avg_18m_change,Yield_Curve,222
Yield_Curve_avg_lag24,Yield_Curve,223
Yield_Curve_avg_2yr_change,Yield_Curve,224
Yield_Curve_avg_rolling_mean_3,Yield_Curve,225
Yield_Curve_avg_rolling_mean_6,Yield_Curve,226
Yield_Curve_avg_rolling_mean_12,Yield_Curve,227
Yield_Curve_avg_rolling_mean_24,Yield_Curve,228
Yield_Curve_avg_volatility_6m,Yield_Curve,229
Yield_Curve_avg_volatility_12m,Yield_Curve,230
Yield_Curve_avg_trend_12m,Yield_Curve,231
Yield_Curve_monthly_chg_latest,Yield_Curve,232
Yield_Curve_monthly_chg_lag1,Yield_Curve,233
Yield_Curve_monthly_chg_mom_change,Yield_Curve,234
Yield_Curve_monthly_chg_lag2,Yield_Curve,235
Yield_Curve_monthly_chg_lag3,Yield_Curve,236
Yield_Curve_monthly_chg_lag6,Yield_Curve,237
Yield_Curve_monthly_chg_6m_change,Yield_Curve,238
Yield_Curve_monthly_chg_lag12,Yield_Curve,239
Yield_Curve_monthly_chg_yoy_change,Yield_Curve,240
Yield_Curve_monthly_chg_lag18,Yield_Curve,241
Yield_Curve_monthly_chg_18m_change,Yield_Curve,242
Yield_Curve_monthly_chg_lag24,Yield_Curve,243
Yield_Curve_monthly_chg_2yr_change,Yield_Curve,244
Yield_Curve_monthly_chg_rolling_mean_3,Yield_Curve,245
Yield_Curve_monthly_chg_rolling_mean_6,Yield_Curve,246
Yield_Curve_monthly_chg_rolling_mean_12,Yield_Curve,247
Yield_Curve_monthly_chg_rolling_mean_24,Yield_Curve,248
Yield_Curve_monthly_chg_volatility_6m,Yield_Curve,249
Yield_Curve_monthly_chg_volatility_12m,Yield_Curve,250
Yield_Curve_monthly_chg_trend_12m,Yield_Curve,251
Yield_Curve_vol_of_changes_latest,Yield_Curve,252
Yield_Curve_vol_of_changes_lag1,Yield_Curve,253
Yield_Curve_vol_of_changes_mom_change,Yield_Curve,254
Yield_Curve_vol_of_changes_lag2,Yield_Curve,255
Yield_Curve_vol_of_changes_lag3,Yield_Curve,256
Yield_Curve_vol_of_changes_lag6,Yield_Curve,257
Yield_Curve_vol_of_changes_6m_change,Yield_Curve,258
Yield_Curve_vol_of_changes_lag12,Yield_Curve,259
Yield_Curve_vol_of_changes_yoy_change,Yield_Curve,260
Yield_Curve_vol_of_changes_lag18,Yield_Curve,261
Yield_Curve_vol_of_changes_18m_change,Yield_Curve,262
Yield_Curve_vol_of_changes_lag24,Yield_Curve,263
Yield_Curve_vol_of_changes_2yr_change,Yield_Curve,264
Yield_Curve_vol_of_changes_rolling_mean_3,Yield_Curve,265
Yield_Curve_vol_of_changes_rolling_mean_6,Yield_Curve,266
Yield_Curve_vol_of_changes_rolling_mean_12,Yield_Curve,267
Yield_Curve_vol_of_changes_rolling_mean_24,Yield_Curve,268
Yield_Curve_vol_of_changes_volatility_6m,Yield_Curve,269
Yield_Curve_vol_of_changes_volatility_12m,Yield_Curve,270
Yield_Curve_vol_of_changes_trend_12m,Yield_Curve,271
Yield_Curve_zscore_max_latest,Yield_Curve,272
Yield_Curve_zscore_max_lag1,Yield_Curve,273
Yield_Curve_zscore_max_mom_change,Yield_Curve,274
Yield_Curve_zscore_max_lag2,Yield_Curve,275
Yield_Curve_zscore_max_lag3,Yield_Curve,276
Yield_Curve_zscore_max_lag6,Yield_Curve,277
Yield_Curve_zscore_max_6m_change,Yield_Curve,278
Yield_Curve_zscore_max_lag12,Yield_Curve,279
Yield_Curve_zscore_max_yoy_change,Yield_Curve,280
Yield_Curve_zscore_max_lag18,Yield_Curve,281
Yield_Curve_zscore_max_18m_change,Yield_Curve,282
Yield_Curve_zscore_max_lag24,Yield_Curve,283
Yield_Curve_zscore_max_2yr_change,Yield_Curve,284
Yield_Curve_zscore_max_rolling_mean_3,Yield_Curve,285
Yield_Curve_zscore_max_rolling_mean_6,Yield_Curve,286
Yield_Curve_zscore_max_rolling_mean_12,Yield_Curve,287
Yield_Curve_zscore_max_rolling_mean_24,Yield_Curve,288
Yield_Curve_zscore_max_volatility_6m,Yield_Curve,289
Yield_Curve_zscore_max_volatility_12m,Yield_Curve,290
Yield_Curve_zscore_max_trend_12m,Yield_Curve,291
month_sin,Calendar,292
month_cos,Calendar,293
quarter_sin,Calendar,294
quarter_cos,Calendar,295
weeks_since_last_survey,Calendar,296
is_5_week_month,Calendar,297
is_jan,Other,298
is_july,Other,299
year,Other,300
CCSA_MoM_Pct_lag1,Claims,301
CCSA_MoM_Pct_mom_change,Claims,302
NOAA_Economic_Damage_Index_latest,NOAA,303
NOAA_Human_Impact_Index_latest,NOAA,304
VIX_30d_spike_lag3,Other,305
VIX_high_regime_lag3,Other,306
VIX_max_lag3,Other,307
VIX_mean_lag3,Other,308
VIX_panic_regime_lag3,Other,309
VIX_volatility_lag3,Other,310
nfp_nsa_level_lag1,NFP_Lagged,311
nfp_nsa_mom_lag1,NFP_Lagged,312
nfp_nsa_rolling_3m,NFP_Lagged,313
nfp_nsa_rolling_6m,NFP_Lagged,314
nfp_nsa_mom_rolling_3m,NFP_Lagged,315
nfp_nsa_mom_rolling_6m,NFP_Lagged,316
nfp_nsa_divergence_3m,NFP_Lagged,317
nfp_nsa_divergence_6m,NFP_Lagged,318
nfp_sa_level_lag1,NFP_Lagged,319
nfp_sa_mom_lag1,NFP_Lagged,320
nfp_sa_rolling_3m,NFP_Lagged,321
nfp_sa_rolling_6m,NFP_Lagged,322
nfp_sa_mom_rolling_3m,NFP_Lagged,323
nfp_sa_mom_rolling_6m,NFP_Lagged,324
nfp_sa_divergence_3m,NFP_Lagged,325
nfp_sa_divergence_6m,NFP_Lagged,326
CCSA_MoM_Pct_lag2,Claims,327
CCSA_MoM_Pct_rolling_mean_3,Claims,328
NOAA_Economic_Damage_Index_lag1,NOAA,329
NOAA_Economic_Damage_Index_mom_change,NOAA,330
NOAA_Human_Impact_Index_lag1,NOAA,331
NOAA_Human_Impact_Index_mom_change,NOAA,332
nfp_nsa_level_lag2,NFP_Lagged,333
nfp_nsa_mom_lag2,NFP_Lagged,334
nfp_nsa_acceleration,NFP_Lagged,335
nfp_sa_level_lag2,NFP_Lagged,336
nfp_sa_mom_lag2,NFP_Lagged,337
nfp_sa_acceleration,NFP_Lagged,338
CCSA_MoM_Pct_lag3,Claims,339
NOAA_Economic_Damage_Index_lag2,NOAA,340
NOAA_Economic_Damage_Index_rolling_mean_3,NOAA,341
NOAA_Human_Impact_Index_lag2,NOAA,342
NOAA_Human_Impact_Index_rolling_mean_3,NOAA,343
VIX_30d_spike_rolling_mean_6,Other,344
VIX_30d_spike_volatility_6m,Other,345
VIX_high_regime_rolling_mean_6,Other,346
VIX_high_regime_volatility_6m,Other,347
VIX_max_rolling_mean_6,Other,348
VIX_max_volatility_6m,Other,349
VIX_mean_rolling_mean_6,Other,350
VIX_mean_volatility_6m,Other,351
VIX_panic_regime_rolling_mean_6,Other,352
VIX_panic_regime_volatility_6m,Other,353
VIX_volatility_rolling_mean_6,Other,354
VIX_volatility_volatility_6m,Other,355
nfp_nsa_level_lag3,NFP_Lagged,356
nfp_nsa_mom_lag3,NFP_Lagged,357
nfp_sa_level_lag3,NFP_Lagged,358
nfp_sa_mom_lag3,NFP_Lagged,359
NOAA_Economic_Damage_Index_lag3,NOAA,360
NOAA_Human_Impact_Index_lag3,NOAA,361
VIX_30d_spike_lag6,Other,362
VIX_30d_spike_6m_change,Other,363
VIX_high_regime_lag6,Other,364
VIX_high_regime_6m_change,Other,365
VIX_max_lag6,Other,366
VIX_max_6m_change,Other,367
VIX_mean_lag6,Other,368
VIX_mean_6m_change,Other,369
VIX_panic_regime_lag6,Other,370
VIX_panic_regime_6m_change,Other,371
VIX_volatility_lag6,Other,372
VIX_volatility_6m_change,Other,373
CCSA_MoM_Pct_rolling_mean_6,Claims,374
CCSA_MoM_Pct_volatility_6m,Claims,375
CCSA_MoM_Pct_lag6,Claims,376
CCSA_MoM_Pct_6m_change,Claims,377
NOAA_Economic_Damage_Index_rolling_mean_6,NOAA,378
NOAA_Economic_Damage_Index_volatility_6m,NOAA,379
NOAA_Human_Impact_Index_rolling_mean_6,NOAA,380
NOAA_Human_Impact_Index_volatility_6m,NOAA,381
NOAA_Economic_Damage_Index_lag6,NOAA,382
NOAA_Economic_Damage_Index_6m_change,NOAA,383
NOAA_Human_Impact_Index_lag6,NOAA,384
NOAA_Human_Impact_Index_6m_change,NOAA,385
VIX_30d_spike_rolling_mean_12,Other,386
VIX_30d_spike_volatility_12m,Other,387
VIX_30d_spike_trend_12m,Other,388
VIX_high_regime_rolling_mean_12,Other,389
VIX_high_regime_volatility_12m,Other,390
VIX_high_regime_trend_12m,Other,391
VIX_max_rolling_mean_12,Other,392
VIX_max_volatility_12m,Other,393
VIX_max_trend_12m,Other,394
VIX_mean_rolling_mean_12,Other,395
VIX_mean_volatility_12m,Other,396
VIX_mean_trend_12m,Other,397
VIX_panic_regime_rolling_mean_12,Other,398
VIX_panic_regime_volatility_12m,Other,399
VIX_panic_regime_trend_12m,Other,400
VIX_volatility_rolling_mean_12,Other,401
VIX_volatility_volatility_12m,Other,402
VIX_volatility_trend_12m,Other,403
VIX_30d_spike_lag12,Other,404
VIX_30d_spike_yoy_change,Other,405
VIX_high_regime_lag12,Other,406
VIX_high_regime_yoy_change,Other,407
VIX_max_lag12,Other,408
VIX_max_yoy_change,Other,409
VIX_mean_lag12,Other,410
VIX_mean_yoy_change,Other,411
VIX_panic_regime_lag12,Other,412
VIX_panic_regime_yoy_change,Other,413
VIX_volatility_lag12,Other,414
VIX_volatility_yoy_change,Other,415
CCSA_MoM_Pct_rolling_mean_12,Claims,416
CCSA_MoM_Pct_volatility_12m,Claims,417
CCSA_MoM_Pct_trend_12m,Claims,418
CCSA_MoM_Pct_lag12,Claims,419
CCSA_MoM_Pct_yoy_change,Claims,420
NOAA_Economic_Damage_Index_rolling_mean_12,NOAA,421
NOAA_Economic_Damage_Index_volatility_12m,NOAA,422
NOAA_Economic_Damage_Index_trend_12m,NOAA,423
NOAA_Human_Impact_Index_rolling_mean_12,NOAA,424
NOAA_Human_Impact_Index_volatility_12m,NOAA,425
NOAA_Human_Impact_Index_trend_12m,NOAA,426
nfp_nsa_level_lag12,NFP_Lagged,427
nfp_nsa_mom_lag12,NFP_Lagged,428
nfp_nsa_yoy,NFP_Lagged,429
nfp_sa_level_lag12,NFP_Lagged,430
nfp_sa_mom_lag12,NFP_Lagged,431
nfp_sa_yoy,NFP_Lagged,432
NOAA_Economic_Damage_Index_lag12,NOAA,433
NOAA_Economic_Damage_Index_yoy_change,NOAA,434
NOAA_Human_Impact_Index_lag12,NOAA,435
NOAA_Human_Impact_Index_yoy_change,NOAA,436
VIX_30d_spike_lag18,Other,437
VIX_30d_spike_18m_change,Other,438
VIX_high_regime_lag18,Other,439
VIX_high_regime_18m_change,Other,440
VIX_max_lag18,Other,441
VIX_max_18m_change,Other,442
VIX_mean_lag18,Other,443
VIX_mean_18m_change,Other,444
VIX_panic_regime_lag18,Other,445
VIX_panic_regime_18m_change,Other,446
VIX_volatility_lag18,Other,447
VIX_volatility_18m_change,Other,448
CCSA_MoM_Pct_lag18,Claims,449
CCSA_MoM_Pct_18m_change,Claims,450
NOAA_Economic_Damage_Index_lag18,NOAA,451
NOAA_Economic_Damage_Index_18m_change,NOAA,452
NOAA_Human_Impact_Index_lag18,NOAA,453
NOAA_Human_Impact_Index_18m_change,NOAA,454
VIX_30d_spike_rolling_mean_24,Other,455
VIX_high_regime_rolling_mean_24,Other,456
VIX_max_rolling_mean_24,Other,457
VIX_mean_rolling_mean_24,Other,458
VIX_panic_regime_rolling_mean_24,Other,459
VIX_volatility_rolling_mean_24,Other,460
VIX_30d_spike_lag24,Other,461
VIX_30d_spike_2yr_change,Other,462
VIX_high_regime_lag24,Other,463
VIX_high_regime_2yr_change,Other,464
VIX_max_lag24,Other,465
VIX_max_2yr_change,Other,466
VIX_mean_lag24,Other,467
VIX_mean_2yr_change,Other,468
VIX_panic_regime_lag24,Other,469
VIX_panic_regime_2yr_change,Other,470
VIX_volatility_lag24,Other,471
VIX_volatility_2yr_change,Other,472
CCSA_MoM_Pct_rolling_mean_24,Claims,473
CCSA_MoM_Pct_lag24,Claims,474
CCSA_MoM_Pct_2yr_change,Claims,475
NOAA_Economic_Damage_Index_rolling_mean_24,NOAA,476
NOAA_Human_Impact_Index_rolling_mean_24,NOAA,477
NOAA_Economic_Damage_Index_lag24,NOAA,478
NOAA_Economic_Damage_Index_2yr_change,NOAA,479
NOAA_Human_Impact_Index_lag24,NOAA,480
NOAA_Human_Impact_Index_2yr_change,NOAA,481
Challenger_Job_Cuts_latest,Challenger,482
Challenger_Job_Cuts_lag1,Challenger,483
Challenger_Job_Cuts_mom_change,Challenger,484
Challenger_Job_Cuts_lag2,Challenger,485
Challenger_Job_Cuts_lag3,Challenger,486
Challenger_Job_Cuts_rolling_mean_3,Challenger,487
Challenger_Job_Cuts_lag6,Challenger,488
Challenger_Job_Cuts_6m_change,Challenger,489
Challenger_Job_Cuts_rolling_mean_6,Challenger,490
Challenger_Job_Cuts_volatility_6m,Challenger,491
Challenger_Job_Cuts_rolling_mean_12,Challenger,492
Challenger_Job_Cuts_volatility_12m,Challenger,493
Challenger_Job_Cuts_trend_12m,Challenger,494
Challenger_Job_Cuts_lag12,Challenger,495
Challenger_Job_Cuts_yoy_change,Challenger,496
Challenger_Job_Cuts_lag18,Challenger,497
Challenger_Job_Cuts_18m_change,Challenger,498
Challenger_Job_Cuts_rolling_mean_24,Challenger,499
Challenger_Job_Cuts_lag24,Challenger,500
Challenger_Job_Cuts_2yr_change,Challenger,501
Credit_Spreads_accel_volatility_latest,Credit,502
Credit_Spreads_acceleration_latest,Credit,503
Credit_Spreads_avg_latest,Credit,504
Credit_Spreads_monthly_chg_latest,Credit,505
Credit_Spreads_vol_of_changes_latest,Credit,506
Credit_Spreads_zscore_max_latest,Credit,507
Credit_Spreads_accel_volatility_lag1,Credit,508
Credit_Spreads_accel_volatility_mom_change,Credit,509
Credit_Spreads_acceleration_lag1,Credit,510
Credit_Spreads_acceleration_mom_change,Credit,511
Credit_Spreads_avg_lag1,Credit,512
Credit_Spreads_avg_mom_change,Credit,513
Credit_Spreads_monthly_chg_lag1,Credit,514
Credit_Spreads_monthly_chg_mom_change,Credit,515
Credit_Spreads_vol_of_changes_lag1,Credit,516
Credit_Spreads_vol_of_changes_mom_change,Credit,517
Credit_Spreads_zscore_max_lag1,Credit,518
Credit_Spreads_zscore_max_mom_change,Credit,519
Credit_Spreads_accel_volatility_lag2,Credit,520
Credit_Spreads_accel_volatility_rolling_mean_3,Credit,521
Credit_Spreads_acceleration_lag2,Credit,522
Credit_Spreads_acceleration_rolling_mean_3,Credit,523
Credit_Spreads_avg_lag2,Credit,524
Credit_Spreads_avg_rolling_mean_3,Credit,525
Credit_Spreads_monthly_chg_lag2,Credit,526
Credit_Spreads_monthly_chg_rolling_mean_3,Credit,527
Credit_Spreads_vol_of_changes_lag2,Credit,528
Credit_Spreads_vol_of_changes_rolling_mean_3,Credit,529
Credit_Spreads_zscore_max_lag2,Credit,530
Credit_Spreads_zscore_max_rolling_mean_3,Credit,531
Credit_Spreads_accel_volatility_lag3,Credit,532
Credit_Spreads_acceleration_lag3,Credit,533
Credit_Spreads_avg_lag3,Credit,534
Credit_Spreads_monthly_chg_lag3,Credit,535
Credit_Spreads_vol_of_changes_lag3,Credit,536
Credit_Spreads_zscore_max_lag3,Credit,537
Credit_Spreads_accel_volatility_rolling_mean_6,Credit,538
Credit_Spreads_accel_volatility_volatility_6m,Credit,539
Credit_Spreads_acceleration_rolling_mean_6,Credit,540
Credit_Spreads_acceleration_volatility_6m,Credit,541
Credit_Spreads_avg_rolling_mean_6,Credit,542
Credit_Spreads_avg_volatility_6m,Credit,543
Credit_Spreads_monthly_chg_rolling_mean_6,Credit,544
Credit_Spreads_monthly_chg_volatility_6m,Credit,545
Credit_Spreads_vol_of_changes_rolling_mean_6,Credit,546
Credit_Spreads_vol_of_changes_volatility_6m,Credit,547
Credit_Spreads_zscore_max_rolling_mean_6,Credit,548
Credit_Spreads_zscore_max_volatility_6m,Credit,549
Credit_Spreads_accel_volatility_lag6,Credit,550
Credit_Spreads_accel_volatility_6m_change,Credit,551
Credit_Spreads_acceleration_lag6,Credit,552
Credit_Spreads_acceleration_6m_change,Credit,553
Credit_Spreads_avg_lag6,Credit,554
Credit_Spreads_avg_6m_change,Credit,555
Credit_Spreads_monthly_chg_lag6,Credit,556
Credit_Spreads_monthly_chg_6m_change,Credit,557
