ds,actual,predicted,consensus_pred,error,sidecar_precision_share,sidecar_router_risk,sidecar_router_confidence
2024-03-01,303.0,198.62115930109738,197.0,104.37884069890262,0.0,0.42671734377250425,0.4889518457008476
2024-04-01,175.0,262.4131597550673,221.0,-87.41315975506728,0.0,0.3458632666910266,0.5859615862051817
2024-05-01,272.0,183.9016431744531,189.0,88.09835682554689,0.0,0.41985339036692565,0.49718348823475117
2024-06-01,206.0,190.18966942025375,190.0,15.81033057974625,0.0,0.4488666714743496,0.462359994230772
2024-07-01,114.0,184.03095405253512,186.0,-70.03095405253512,0.0,0.5259786504266138,0.3698206443636885
2024-08-01,142.0,140.70269182004512,164.0,1.2973081799548822,0.0,0.42754353150760754,0.4879477621908723
2024-09-01,254.0,152.69352333756478,143.0,101.30647666243522,0.0,0.41437473058836605,0.5037478295283744
2024-10-01,12.0,130.529913924569,132.0,-118.529913924569,0.0,0.3689238074692691,0.5972914310368572
2024-11-01,227.0,104.20143602443115,188.0,122.79856397556885,0.0,0.16027905986751106,0.8091539619058871
2024-12-01,256.0,167.41400254119998,153.0,88.58599745880002,0.0,0.46299550781359383,0.49339460915461436
2025-01-01,143.0,219.3771319742107,165.0,-76.3771319742107,0.0,0.4892965208699438,0.4524104353966637
2025-02-01,151.0,114.11618635977517,136.0,36.88381364022483,0.0,0.5005410269053857,0.4401739958875064
2025-03-01,228.0,168.3499085450655,121.0,59.65009145493451,0.0,0.5545939224561459,0.3359761267995249
2025-04-01,177.0,171.02067334221738,128.0,5.979326657782622,0.0,0.3186696733698839,0.6190852257030397
2025-05-01,139.0,130.9775735745211,126.0,8.022426425478898,0.0,0.4757959095583886,0.4305300570447864
2025-06-01,147.0,143.55779370984737,125.0,3.442206290152626,0.0,0.4903257622025228,0.4130905668384526
2025-07-01,73.0,99.17554464506706,110.0,-26.175544645067063,0.0,0.5466691985907582,0.3454747942034059
2025-08-01,22.0,76.48490363490363,76.0,-54.48490363490363,0.0,0.4030085958768573,0.5178638864219736
2025-09-01,119.0,82.55699215384425,40.0,36.44300784615575,0.0,0.3108779413478313,0.6284170586178948
2025-10-01,-138.0,-19.25321619042572,22.0,-118.74678380957428,0.0,0.501936216168892,0.3991435332623693
2025-11-01,64.0,15.49933319112613,32.0,48.50066680887387,0.0,0.1478281800447001,0.861977600795522
2025-12-01,50.0,81.08660420768223,60.0,-31.086604207682228,0.0,0.4817861471206301,0.42332003808939245
2026-01-01,130.0,138.64846724075105,83.0,-8.648467240751046,0.0,0.44317309334804683,0.4696450724859772
2026-02-01,-92.0,68.23254694544954,66.0,-160.23254694544954,0.0,0.458608901101013,0.45111859404110016
2026-03-01,178.0,70.04731297377589,51.0,107.95268702622411,0.0,0.22884154440432183,0.7268359298473464
2026-04-01,,122.2269470423712,90.0,,0.0,0.0,0.0
